# page	repo path	line	text of that line when pinned	line before	line after
# Written by tools/check-site-pages.py --pin. Do not edit by hand.
_facts/runtime/integrating	runtime/sample/Makefile	121	$(error CLEAR_OPAQUE=1 requires OPLENV=1: the arm is the opl-env driver's own clear, not a build of its own)	ifndef OPLENV	endif
_facts/runtime/integrating	runtime/sample/Makefile	132	$(error OPLENV_SCREEN=... requires OPLENV=1: the arm renders one of opl-env's own screens, not a build of its own)	ifndef OPLENV	endif
_facts/runtime/integrating	runtime/sample/Makefile	135	$(error OPLENV_SCREEN=... and THEME_CYCLE=1 are exclusive: the sweep fits ee against content at a FIXED tint row, and a theme swap on a timer adds a term nobody is fitting. It would also drop `t` from a line that has no room for it, leaving the readout claiming a theme it is not showing)	ifdef THEME_CYCLE	endif
_facts/runtime/integrating	runtime/sample/Makefile	147	$(error CYCLE=1 requires OPLENV=1: the arm walks opl-env's own screens, not a build of its own)	ifndef OPLENV	endif
_facts/runtime/integrating	runtime/sample/Makefile	150	$(error CYCLE=1 and OPLENV_SCREEN=... are exclusive: one walks every screen, the other pins one, and a build claiming both would photograph whichever won the #if)	ifdef OPLENV_SCREEN	endif
_facts/runtime/integrating	runtime/sample/Makefile	153	$(error CYCLE=1 and COMPOSE=1 are exclusive: compose layers two screens in a frame, cycle renders one at a time)	ifdef COMPOSE	endif
_facts/runtime/integrating	runtime/sample/Makefile	156	$(error CYCLE=1 and THEME_CYCLE=1 are exclusive, for the reason OPLENV_SCREEN is: the sweep fits at a FIXED tint row)	ifdef THEME_CYCLE	endif
_facts/runtime/integrating	runtime/sample/Makefile	171	$(error COMPOSE=1 requires OPLENV=1: the arm layers two of opl-env's own screens, not a build of its own)	ifndef OPLENV	endif
_facts/runtime/integrating	runtime/sample/Makefile	174	$(error COMPOSE=1 and OPLENV_SCREEN=... are exclusive: one renders a named screen, the other renders two, and a build claiming both would photograph whichever won the #if)	ifdef OPLENV_SCREEN	endif
_facts/runtime/integrating	runtime/sample/Makefile	177	$(error COMPOSE=1 and THEME_CYCLE=1 are exclusive, for the reason OPLENV_SCREEN is: the arm measures at a FIXED tint row, and `t` does not fit the line it prints)	ifdef THEME_CYCLE	endif
_facts/runtime/integrating	runtime/sample/Makefile	187	$(error THEME_CYCLE=1 requires OPLENV=1: the arm is the opl-env driver switching its own theme, not a build of its own)	ifndef OPLENV	endif
_facts/runtime/integrating	runtime/sample/Makefile	254	EE_LDFLAGS += -L$(PS2DEV)/gsKit/lib -L$(PS2SDK)/ports/lib	endif	
_facts/runtime/integrating	runtime/sample/Makefile	256	UIB = ../../examples/memcard/build/ui.uib		
_facts/runtime/integrating	runtime/sample/Makefile	260	# Copy the runtime sources next to main.c so PS2SDK's implicit %.o		# rule builds them with its full include set (a custom compile rule
_facts/runtime/integrating	runtime/sample/Makefile	269	ui_uib.c: $(UIB)		\t$(PS2SDK)/bin/bin2c $(UIB) ui_uib.c ui_uib
_facts/runtime/integrating	runtime/sample/Makefile	286	# Build products without the linked ELF, so two configurations can be		# built from one checkout without either deleting the other's output.
_facts/runtime/integrating	runtime/vendor/README.md	3	`gsKit/` contains verbatim copies of the public headers from		[ps2dev/gsKit](https://github.com/ps2dev/gsKit) at commit
_facts/runtime/integrating	runtime/vendor/README.md	18	The console build never sees this directory: PS2SDK ships the same		headers, and only the host Makefiles put `vendor/` on the include path.
_facts/runtime/integrating	runtime/vendor/README.md	25	`gsKit/src/gsTexture.c` is likewise verbatim from `ee/gs/src/`. The		host build compiles it with only `-DF_gsKit_texture_size` defined —
_facts/runtime/integrating	runtime/vendor/README.md	34	## What this guarantee does and does not cover		
_facts/runtime/integrating	tools/check-runtime-shipped.py	64	STARTER_SRC = os.path.join(BAKER, "ps2ui_bake", "starter")	STARTER_FILES = ("main.c", "Makefile")	
_facts/runtime/moving-and-hiding	CHANGELOG.md	1026	- **`ps2ui_offset_set(ctx, dx, dy)` — the runtime can finally change		  *where* something is drawn.** Focus, theme, slot text, textures,
_facts/runtime/moving-and-hiding	CHANGELOG.md	1560	- **Runtime visibility** — `ps2ui_visible_set` / `_get` / `_reset`,	  `_apply_visibility`.	  so an app can hide a row it has no data for instead of blanking
_facts/runtime/moving-and-hiding	README.md	435	`preview.render()` takes the same offset (`offset=(dx, dy)`) and applies		it exactly as the runtime does, so a host render of an offset frame
_facts/runtime/moving-and-hiding	packages/baker/ps2ui_bake/preview.py	126	def render(uib: UibFile, focus_current: int = None, background=(10, 14, 26, 255),		           slot_text: dict = None, screen=0, tex_fills: dict = None,
_facts/runtime/moving-and-hiding	packages/baker/ps2ui_bake/preview.py	143	    # The same range ps2ui_offset_set enforces, and refused here for the	                         f"{max(1, len(uib.themes))}-row tint table")	    # same reason the theme index is: a previewer that will draw a frame
_facts/runtime/moving-and-hiding	packages/baker/ps2ui_bake/preview.py	171	    # The canvas rect, and it does NOT take the offset: it is the screen	    tex_cache = {}	    # edge, the same role stack[0] has in ps2ui_render. Content pushed
_facts/runtime/moving-and-hiding	packages/baker/ps2ui_bake/serve.py	36	WHAT THIS DOES NOT DO. It replays the command list faithfully, so it		cannot catch the console diverging from that list. F-048 -- the GS
_facts/runtime/moving-and-hiding	packages/baker/ps2ui_bake/serve.py	233	def render_png(uib, state):		    """One frame, as PNG bytes, in the state's aspect mode."""
_facts/runtime/moving-and-hiding	packages/baker/ps2ui_bake/serve.py	788	        ok += 1	        print("ok - an unknown route is 404", file=sys.stderr)	
_facts/runtime/moving-and-hiding	packages/baker/ps2ui_bake/serve.py	805	            uib, st = srv.uib, srv.state	        with srv.lock:	        was = st.aspect
_facts/runtime/moving-and-hiding	packages/layout/src/box.js	176	  if (style.display === 'none') return null;	  );	
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	866	/* THE OFFSET IS APPLIED HERE, AT THE SINK, AND NOT BY THE CALLERS.	 * defect would come back. */	 *
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	883	    x += ctx->off_x;	{	    y += ctx->off_y;
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	897	static int node_hidden(const ps2ui_ctx *ctx, uint16_t idx)	 * unfocused variant". */	{
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	899	    /* The bits are sized from n_focus, so every validated index has a	{	     * bit; the old "past the hideable ceiling" case no longer exists. */
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	940	void ps2ui_render(ps2ui_ctx *ctx, GSGLOBAL *gs)		{
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1083	            /* THE SUBTLE ONE. A scissor derived from a command is	            }	             * part of the UI -- a panel's clip slides with the panel --
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1093	                int cx = c->x + ctx->off_x, cy = c->y + ctx->off_y;	            {	                r.x0 = cx > top->x0 ? cx : top->x0;
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1117	        if (node_hidden(ctx, c->focus)) {	            continue;	            ctx->stats.skipped_hidden++;
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1133	                (float)(c->x + ctx->off_x), (float)(c->y + ctx->off_y),	            gsKit_prim_sprite(gs,	                (float)(c->x + ctx->off_x + c->w),
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1315	        /* Slots live outside the command list, so the visibility check	        const char *text;	         * in the command loop does not reach them. Without this, hiding
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1319	        if (node_hidden(ctx, s->focus)) {	         * the background — worse than not hiding it at all. */	            ctx->stats.slots_hidden++;
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1369	                draw_texquad(gs, ctx, &ctx->gs_tex[font->tex],	                ctx->stats.slot_glyphs++;	                    pen + g->bearing_x, s->text_y + g->bearing_y,
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1387	                draw_texquad(gs, ctx, &ctx->gs_tex[font->tex],	                ctx->stats.slot_glyphs++;	                    pen + g->bearing_x, s->text_y + g->bearing_y,
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1525	        while (next != PS2UI_NONE && node_hidden(ctx, next) && guard--) {	        uint32_t guard = ctx->hdr->n_focus + 1;	            const ps2ui_focus_node *h = &ctx->focus_nodes[next];
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1557	static uint16_t focus_index_by_name(const ps2ui_ctx *ctx, const char *name)	 * this runs on a button press, not per frame. */	{
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1574	int ps2ui_offset_set(ps2ui_ctx *ctx, int dx, int dy)		{
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1587	void ps2ui_offset_get(const ps2ui_ctx *ctx, int *dx, int *dy)		{
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1593	int ps2ui_visible_set(ps2ui_ctx *ctx, const char *name, int visible)		{
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1602	        ctx->hidden[idx >> 5] &= ~(1u << (idx & 31u));	    if (visible)	    else
_facts/runtime/moving-and-hiding	runtime/ps2ui.c	1619	void ps2ui_visible_reset(ps2ui_ctx *ctx)		{
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	310	typedef struct ps2ui_stats {	 * primitive drawn -- proportional to the frame, not to the API. */	    uint32_t cmds;             /* command records walked                */
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	408	    /* A draw-time translation applied to every command's position, and	    uint32_t  vram_need;	     * to every scissor rect derived from one -- but NOT to the canvas
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	693	/* Hide or show a focusable subtree at runtime (backlog F21).		 *
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	695	 * `display: none` is compile-time: it deletes the box before layout, so	 *	 * the geometry closes up around it. This is the other thing, and the
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	703	 * the subtree goes with it, slots included.	 * want: a list row, a button, a panel the app can turn off. Text inside	 *
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	710	 * must not blank another screen's identically-named row.	 * Scoped to the current screen, like ps2ui_focus_set: hiding "row-2"	 *
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	732	/* -------------------------------------------------- draw-time offset */		
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	744	 * NO FORMAT CHANGE. This is a draw-time transform over commands that	 *	 * already exist, so it works on blobs baked by any 0.x toolchain and
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	748	 * RENDER-TIME ONLY, DELIBERATELY. Everything that reports geometry	 *	 * keeps answering in UI coordinates -- the coordinates the blob was
_facts/runtime/moving-and-hiding	runtime/ps2ui.h	758	 * the page behind it moves: ps2ui_render never clears, so set an	 * COMPOSITION STILL WORKS, and this is how an overlay stays put while	 * offset, render the scrolling screen, set (0, 0), render the dialog.
_facts/runtime/streaming-art	docs/deploying.md	23	## What you are actually copying		
_facts/runtime/streaming-art	fixtures/bench-stream/ui/bench.css	9	.row   { display: flex; flex-direction: row; height: 156px; }	   title-safe area a CRT keeps. The bench is read off a television. */	.cell  { display: flex; flex-direction: column; width: 128px; }
_facts/runtime/streaming-art	fixtures/bench-stream/ui/covers.html	6	      <div class="cell"><img data-tex-slot="cover0"><div class="cap" data-slot="c0">0</div></div>	    <div class="row">	      <div class="cell"><img data-tex-slot="cover1"><div class="cap" data-slot="c1">1</div></div>
_facts/runtime/streaming-art	packages/baker/ps2ui_bake/quads.py	443	    def _streamed_texture(self, name: str, w: int, h: int) -> int:		        """A slot the app fills at runtime: geometry, a name and a
_facts/runtime/streaming-art	packages/baker/ps2ui_bake/quads.py	447	        PSMCT32 only. A palettized streamed slot would have to name a		        CLUT that exists at bake time, and nothing authors one yet --
_facts/runtime/streaming-art	packages/baker/ps2ui_bake/quads.py	453	        the point of a name. At different sizes they cannot: the	        Two elements naming the same slot share one texture, which is	        reservation is one number and the app is told one number, so
_facts/runtime/streaming-art	packages/baker/ps2ui_bake/quads.py	457	        if prev is not None:	        prev = self._streamed.get(name)	            t = self.textures[prev]
_facts/runtime/streaming-art	packages/baker/ps2ui_bake/quads.py	468	            gs.PSMCT32, w, h, None, b"",	        self.textures.append(BakedTexture(	            kind=TEXKIND_STREAMED, name=name, reservation=w * h * 4,
_facts/runtime/streaming-art	packages/baker/ps2ui_bake/vram.py	241	    payload_total = 0	    total = 0	    for i, t in enumerate(textures):
_facts/runtime/streaming-art	packages/layout/src/box.js	227	    const texSlot = el.attrs['data-tex-slot'];	    // geometry, a name and a reservation (uib format v6).	    if (texSlot !== undefined) {
_facts/runtime/streaming-art	packages/layout/src/box.js	254	      if ('palettize' in el.attrs) {	      }	        throw new Error(
_facts/runtime/streaming-art	runtime/ps2ui.c	543	static void permute_clut(const uint8_t *linear, uint16_t ncolors, uint8_t *out)	 * wants CSM1 storage order on upload. Permute into `out` (256*4 bytes). */	{
_facts/runtime/streaming-art	runtime/ps2ui.c	546	    memset(out, 0, 256 * 4);	    uint32_t i;	    for (i = 0; i < ncolors && i < 256; i++) {
_facts/runtime/streaming-art	runtime/ps2ui.c	589	    for (i = 0; i < ctx->hdr->n_tex; i++) {	     * state than a refused one. */	        const ps2ui_tex_entry *t = &ctx->tex[i];
_facts/runtime/streaming-art	runtime/ps2ui.c	615	         * step 4. */	         * ps2dev container fails on `t.Function`. See docs/bringup.md	        if (t->format == PS2UI_TEXFMT_PSMCT32) {
_facts/runtime/streaming-art	runtime/ps2ui.c	644	        /* A streamed slot the app has not filled yet has no source to	         * it, which is where review said it should end up. */	         * transfer from. Its VRAM is already counted in the preflight
_facts/runtime/streaming-art	runtime/ps2ui.c	653	    ctx->uploaded = 1;	    }	    return 0;
_facts/runtime/streaming-art	runtime/ps2ui.c	675	int ps2ui_tex_set(ps2ui_ctx *ctx, GSGLOBAL *gs, const char *name,		                  const void *texels, size_t len)
_facts/runtime/streaming-art	runtime/ps2ui.c	682	    if (!ctx || !gs || !texels)		        return PS2UI_ERR_NOT_STREAMED;
_facts/runtime/streaming-art	runtime/ps2ui.c	692	    if (t->kind != PS2UI_TEXKIND_STREAMED)	     * can fill". */	        return PS2UI_ERR_NOT_STREAMED;
_facts/runtime/streaming-art	runtime/ps2ui.c	697	    if (len != (size_t)t->data_len)	     * geometry, which is worth failing rather than silently cropping. */	        return PS2UI_ERR_SIZE;
_facts/runtime/streaming-art	runtime/ps2ui.c	703	    if (((uintptr_t)texels) & 15u)	     * drawn shifted by a few texels. */	        return PS2UI_ERR_ALIGN;
_facts/runtime/streaming-art	runtime/ps2ui.c	710	    g->Mem = (u32 *)texels;	     * already has for every baked texture. */	    /* The app just wrote these texels with the CPU, which on the EE
_facts/runtime/streaming-art	runtime/ps2ui.c	726	    SyncDCache((void *)texels, (void *)((uint8_t *)(void *)(uintptr_t)texels + len));	#else	#endif
_facts/runtime/streaming-art	runtime/ps2ui.c	732	    gsKit_TexManager_invalidate(gs, g);	     * new pointer. Invalidate says "resident, but wrong". */	    return PS2UI_OK;
_facts/runtime/streaming-art	runtime/ps2ui.c	739	int ps2ui_clut_set(ps2ui_ctx *ctx, GSGLOBAL *gs, unsigned clut_index,	 * re-sends 1,024 bytes of CT32 and leaves the atlas resident. */	                   const void *colors, unsigned ncolors)
_facts/runtime/streaming-art	runtime/ps2ui.c	752	    if (!ctx->uploaded)	     * though ps2ui_tex_set has the same shape via tex_index_by_name. */	        return PS2UI_ERR_STATE;
_facts/runtime/streaming-art	runtime/ps2ui.c	754	    if (clut_index >= ctx->hdr->n_clut)	        return PS2UI_ERR_STATE;	        return PS2UI_ERR_RANGE;
_facts/runtime/streaming-art	runtime/ps2ui.c	761	    if (ncolors > c->ncolors)	     * look like it worked and change nothing on screen. */	        return PS2UI_ERR_SIZE;
_facts/runtime/streaming-art	runtime/ps2ui.c	765	    permute_clut((const uint8_t *)colors, (uint16_t)ncolors, buf);	    buf = ctx->clut_pool + (size_t)clut_index * 256 * 4;	
_facts/runtime/streaming-art	runtime/ps2ui.c	770	     * property it exists for. */	     * the atlas along; that is the one line that would cost this the	    for (i = 0; i < ctx->hdr->n_tex; i++) {
_facts/runtime/streaming-art	runtime/ps2ui.c	1147	            /* An unfilled streamed slot draws nothing rather than	             * that no longer fits does not fail, it never returns. */	             * sampling a null source. Silent by design: the app fills
_facts/runtime/streaming-art	runtime/ps2ui.h	141	     * data_len is the exact payload ps2ui_tex_set will demand, so the	    /* BAKED: where the texels are. STREAMED: data_off is unused and	     * app is told the number rather than deriving it and getting the
_facts/runtime/streaming-art	runtime/ps2ui.h	323	    uint32_t tex_unfilled;     /* textured draws skipped because their	                                * past the baker somehow               */	                                * streamed slot has no texels yet -- the
_facts/runtime/streaming-art	runtime/ps2ui.h	424	#define PS2UI_OK              0	/* Errors returned by ps2ui_load. */	#define PS2UI_ERR_TRUNCATED  -1
_facts/runtime/streaming-art	runtime/ps2ui.h	468	/* Allocate VRAM and upload every texture + permuted CLUT.		 *
_facts/runtime/streaming-art	runtime/ps2ui.h	477	/* Point a streamed texture slot at the caller's texels.		 *
_facts/runtime/streaming-art	runtime/ps2ui.h	494	 * render time, not this call. It must also be 16-aligned, because a	 * whenever the texture manager re-binds an evicted texture, which is	 * DMA source address truncates silently below qword alignment.
_facts/runtime/streaming-art	runtime/ps2ui.h	506	 * call before ps2ui_upload; safe to call again to swap the texels,	 * is a baked texture), PS2UI_ERR_SIZE, or PS2UI_ERR_ALIGN. Safe to	 * which is what scrolling a list does. */
_facts/runtime/streaming-art	runtime/ps2ui.h	511	/* Repoint one CLUT at a different palette, without touching a texel.		 *
_facts/runtime/streaming-art	runtime/ps2ui.h	538	 * MUST FOLLOW ps2ui_upload, and is refused before it. The first draft	 *	 * of this comment said the opposite -- "safe before upload, the pool is
_facts/runtime/streaming-art	runtime/ps2ui.h	560	 * A SHORT PALETTE BLANKS THE TAIL. permute_clut opens with	 *	 * memset(out, 0, 256*4), so passing ncolors < the baked width leaves
_facts/runtime/streaming-art	runtime/ps2ui.h	576	/* Select which row of the tint table commands and slots index into.		 *
_facts/runtime/streaming-art	runtime/sample/main.c	1269	/* 16-aligned because ps2ui_tex_set refuses anything else: a DMA source		 * address truncates silently below qword alignment, which is the exact
_facts/runtime/streaming-art	runtime/sample/main.c	1346	        int fd = open("mass:/ps2ui/cover0.raw", O_RDONLY);	    for (tries = 0; tries < 120; tries++) {	        if (fd >= 0) { close(fd); return 1; }
_facts/runtime/streaming-art	runtime/sample/main.c	1357	     * printed the same sentence. A sitting read that message and could	     * itself, so "no drive" and "a mounted drive with no /ps2ui on it"	     * not tell which of two unrelated fixes it needed.
_facts/runtime/streaming-art	runtime/sample/main.c	1362	     * directory sooner could report a filesystem that has mounted but	     * for byte the one that passed S6 last sitting -- opening the	     * not settled. This only runs once the answer is already "no", and
_facts/runtime/streaming-art	runtime/sample/main.c	1398	        got = (long)read(fd, cover_buf[i], COVER_BYTES);	        }	        close(fd);
_facts/runtime/streaming-art	runtime/sample/main.c	2681	         * rather than costing a reboot, and the state slot names the	         * a bench photograph that misses its moment comes round again	         * phase on screen so a photo is self-labelling -- nobody has
_facts/runtime/streaming-art	tools/make_cover_raw.py	1	#!/usr/bin/env python3		"""Turn art into texels a PS2 can DMA, for the Phase 1 streaming bench.
_facts/runtime/streaming-art	tools/make_cover_raw.py	11	row-major, no header. Bare on purpose. The ELF reads it straight into a	Output is a bare `.raw`: exactly width * height * 4 bytes of PSMCT32,	16-aligned buffer and hands that buffer to ps2ui_tex_set, so anything
_facts/runtime/streaming-art	tools/make_cover_raw.py	41	def encode(pixels) -> bytes:		    """(r, g, b, a255) in CSS domain -> PSMCT32 bytes."""
_facts/runtime/streaming-art	tools/make_cover_raw.py	49	def convert(path: str, w: int, h: int) -> bytes:		    from PIL import Image
_facts/runtime/streaming-art	tools/make_cover_raw.py	68	    """A cover with no art behind it, for a bench with no drive.	def synthetic(index: int, w: int, h: int) -> bytes:	
_facts/runtime/telemetry	runtime/Makefile	40	SAMPLE_VARIANTS = "" -DPS2UI_SAMPLE_STATIC -DPS2UI_SAMPLE_MINIMAL -DPS2UI_SAMPLE_PROBE -DPS2UI_SAMPLE_PROBE6 -DPS2UI_SAMPLE_TELEMETRY -DPS2UI_SAMPLE_COVERS -DPS2UI_SAMPLE_PROGRESSIVE -DPS2UI_SAMPLE_LADDER -DPS2UI_SAMPLE_LADDER2 -DPS2UI_SAMPLE_OPLENV	# anything touching PS2SDK; see runtime/vendor/README.md.	
_facts/runtime/telemetry	runtime/Makefile	81	# constraint, and on arm64 a u32 in an "=r" slot is a 32-bit value in a	# It stops clang PARSING `mfc0`; the frontend still reads the operand	# 64-bit register. Apple clang raises -Wasm-operand-widths and suggests
_facts/runtime/telemetry	runtime/ps2ui.c	988	    memset(&ctx->stats, 0, sizeof ctx->stats);		    ctx->stats.vram_lost = tex_ok ? 0u : 1u;
_facts/runtime/telemetry	runtime/ps2ui.c	989	    ctx->stats.vram_lost = tex_ok ? 0u : 1u;	    memset(&ctx->stats, 0, sizeof ctx->stats);	
_facts/runtime/telemetry	runtime/ps2ui.c	1071	        ctx->stats.cmds++;	        const ps2ui_cmd *c = &ctx->cmd[i];	
_facts/runtime/telemetry	runtime/ps2ui.c	1080	                ctx->stats.scissor_overflow++;	                overflow++;	                continue;
_facts/runtime/telemetry	runtime/ps2ui.c	1118	            ctx->stats.skipped_hidden++;	        if (node_hidden(ctx, c->focus)) {	            continue;
_facts/runtime/telemetry	runtime/ps2ui.c	1131	            ctx->stats.prims++;	        if (c->op == PS2UI_OP_QUAD) {	            gsKit_prim_sprite(gs,
_facts/runtime/telemetry	runtime/ps2ui.c	1138	            ctx->stats.prims++;	        } else if (tex_ok) { /* PS2UI_OP_TEXQUAD */	            /* Re-bind per draw, the way Open-PS2-Loader does. Resident
_facts/runtime/telemetry	runtime/ps2ui.c	1153	                ctx->stats.tex_unfilled++;	            if (ctx->gs_tex[c->tex].Mem == NULL) {	                continue;
_facts/runtime/telemetry	runtime/ps2ui.c	1320	            ctx->stats.slots_hidden++;	        if (node_hidden(ctx, s->focus)) {	            continue;
_facts/runtime/telemetry	runtime/ps2ui.c	1367	                ctx->stats.prims++;	            if (g->w > 0) {	                ctx->stats.slot_glyphs++;
_facts/runtime/telemetry	runtime/ps2ui.c	1385	                ctx->stats.prims++;	            if (g && g->w > 0) {	                ctx->stats.slot_glyphs++;
_facts/runtime/telemetry	runtime/ps2ui.h	297	#define PS2UI_MAX_SCISSOR_DEPTH 8	 * rather than wrapping it. */	/* Longest row focus name a list can build: prefix + index + NUL. Only
_facts/runtime/telemetry	runtime/ps2ui.h	303	/* Per-frame render telemetry, reset at the top of every ps2ui_render		 * and complete when it returns. Counters only: the runtime does no
_facts/runtime/telemetry	runtime/ps2ui.h	306	 * have no EE) and no I/O (where a log goes — UDP, USB, screen, PCSX2's	 * timing (the EE cycle counter is the app's to read, and host tests	 * console capture — is the app's decision, same split as slot data).
_facts/runtime/telemetry	runtime/ps2ui.h	310	typedef struct ps2ui_stats {	 * primitive drawn -- proportional to the frame, not to the API. */	    uint32_t cmds;             /* command records walked                */
_facts/runtime/telemetry	runtime/sample/Makefile	8	EE_BIN  = ps2ui_sample.elf		EE_OBJS = main.o ps2ui.o ui_uib.o
_facts/runtime/telemetry	runtime/sample/Makefile	22	# `make TELEMETRY=1` adds the once-a-second stats line on stdout; see	# which primitive paths draw. No .uib is involved.	# main.c. Combines with the cycling default (a static build has nothing
_facts/runtime/telemetry	runtime/sample/main.c	2646	    u32 a_prims = 0, a_hidden = 0, a_slotg = 0, a_slothid = 0, a_sciov = 0,	    /* Interval aggregates, not a last-frame sample. */	        a_vramlost = 0;
_facts/runtime/telemetry	runtime/sample/main.c	2647	        a_vramlost = 0;	    u32 a_prims = 0, a_hidden = 0, a_slotg = 0, a_slothid = 0, a_sciov = 0,	#endif
_facts/runtime/telemetry	runtime/sample/main.c	2671	            u32 t0 = cop0_count(), dt;	        {	            ps2ui_render(&ui, gs);
_facts/runtime/telemetry	runtime/sample/main.c	2765	        ps2ui_render(&ui, gs);	#else	#endif
_facts/runtime/telemetry	runtime/sample/main.c	2787	            /* Peaks for the budgeting numbers, a sum for the alarm:		             * one overflowed frame in the interval must be visible. */
_facts/runtime/telemetry	runtime/sample/main.c	2789	            if (ui.stats.prims > a_prims) a_prims = ui.stats.prims;	             * one overflowed frame in the interval must be visible. */	            if (ui.stats.skipped_hidden > a_hidden) a_hidden = ui.stats.skipped_hidden;
_facts/runtime/telemetry	runtime/sample/main.c	2798	            a_vramlost |= ui.stats.vram_lost;	             * case the log exists for. */	
_facts/runtime/telemetry	runtime/sample/main.c	2803	            if (elapsed >= EE_HZ) {	             * took. */	                u32 fps10 = (u32)(((u64)sec_frames * 10u * EE_HZ + elapsed / 2u)
_facts/runtime/telemetry	runtime/sample/main.c	2806	                printf("ps2ui-telemetry frame=%u fps=%u.%u miss=%u "	                                  / elapsed);	                       "ee_us(min/avg/max)=%u/%u/%u "
_facts/runtime/telemetry	runtime/sample/main.c	2807	                       "ee_us(min/avg/max)=%u/%u/%u "	                printf("ps2ui-telemetry frame=%u fps=%u.%u miss=%u "	                       "prims=%u hidden=%u slotg=%u slothid=%u sciov=%u vramlost=%u\\n",
authoring/html	docs/tutorial-uc3.md	78	<screen name="library">	cat > ui/library.html <<'EOF'	  <div class="page">
authoring/images	examples/channel6/ui/games.html	19	        <img class="cover" src="assets/cover-aurora.png" palettize>	      <div class="tile" id="game-aurora" focusable autofocus>	        <p class="tile-title" data-slot="title-1" data-slot-capacity="24">Aurora Drift</p>
authoring/lists	docs/tutorial-uc3.md	78	<screen name="library">	cat > ui/library.html <<'EOF'	  <div class="page">
authoring/lists	docs/tutorial-uc3.md	379	ps2ui_list list;		ps2ui_list_init(&list, "row-", 6);           /* the six baked rows */
authoring/lists	packages/layout/test/layout.test.js	954	test('repeat: copies lay out as if they had been typed out', () => {		  const css = '.s { flex-direction: column; background: #0a0e1a; gap: 4px }'
authoring/project-file	CHANGELOG.md	1110	  drift count.** "zero moves ... since 0.4.0" passed on a tree whose	- **Rule 10 reads the drift anchor and the release tag, not just the	  newest released section was 0.5.0, and `tagged \\`v0.5.0\\`` could be
authoring/project-file	docs/tutorial-uc3.md	147	cat > ps2ui.json <<'EOF'	```sh	{
authoring/project-file	examples/channel6/build.sh	26	PYTHONPATH="$repo/packages/baker" python3 -m ps2ui_bake.ps2ui build "$here/ps2ui.json" \\		    --mode ntsc16x9 -o build/ui-16x9.uib \\
authoring/project-file	examples/channel6/ps2ui.json	4	    { "html": "ui/probe.html", "focusWrap": true }	    "ui/games.html",	  ],
authoring/project-file	examples/memcard/ps2ui.json	1	{		  "screens": ["ui/library.html", "ui/saves.html"],
authoring/project-file	packages/baker/ps2ui_bake/project.py	39	DEFAULTS = {	# ignored key is a setting the author believes is in effect.	    "screens": None,          # required
authoring/project-file	packages/baker/ps2ui_bake/project.py	223	    def set_out_override(self, out):		        """Point the build at a different blob, and move its
authoring/project-file	packages/baker/ps2ui_bake/ps2ui.py	170	def compile_screens(proj, argv_extra):		    """Run the layout compiler over every screen. Returns IR paths."""
authoring/text-and-fonts	packages/baker/ps2ui_bake/fontgen.py	79	def build_metrics(ttf_path: str, family: str, weight: int, charset: str = DEFAULT_CHARSET) -> dict:		    em = 1000
authoring/video-modes	packages/layout/bin/ps2ui-layout.js	88	if (mode) {	if (Object.keys(limits).length) options.limits = limits;	  if (!(mode in MODES)) usage(2);
authoring/video-modes	packages/layout/src/aspect.js	33	export function pixelAspect(canvasW, canvasH, [num, den]) {	/** Pixel aspect ratio: >1 means pixels draw wider than they are tall. */	  return (num / den) / (canvasW / canvasH);
authoring/video-modes	packages/layout/src/aspect.js	47	export const MODES = {	/** Video-mode presets. Canvas is the framebuffer; aspect is the panel. */	  ntsc: { w: 640, h: 448, aspect: [4, 3] },
